,Unnamed: 0,drugName,condition
1995,22926,methylergonovine,Migraine
1996,22952,oxaprozin,Rheumatoid Arthritis
1997,22982,tanzeum,"Diabetes, Type 2"
1998,23007,vibramycin,Skin or Soft Tissue Infection
1999,23046,rifaximin,Irritable Bowel Syndrome
2000,23049,hydrochlorothiazide / irbesartan,High Blood Pressure
2001,23105,truvada,HIV Infection
2002,23127,azelex,Rosacea
2003,23152,ibrutinib,Chronic Lymphocytic Leukemia
2004,23270,estradiol / norethindrone,Postmenopausal Symptoms
2005,23299,pimozide,Tourette's Syndrome
2006,23350,enalapril,High Blood Pressure
2007,23364,"influenza virus vaccine, inactivated",Influenza Prophylaxis
2008,23372,chlorpheniramine / dextromethorphan / phenylephrine,Cough and Nasal Congestion
2009,23405,exelon,Alzheimer's Disease
2010,23432,naprosyn,Osteoarthritis
2011,23437,ambrisentan,Pulmonary Hypertension
2012,23496,quazepam,Insomnia
2013,23563,dexamethasone / tobramycin,"Conjunctivitis, Bacterial"
2014,23578,azithromycin dose pack,Upper Respiratory Tract Infection
2015,23583,asthmanefrin,"Asthma, acute"
2016,23698,amitriptyline / chlordiazepoxide,Depression
2017,23860,dallergy,Rhinitis
2018,23900,zomig-zmt,Migraine
2019,23915,exubera,"Diabetes, Type 2"
2020,23970,gabarone,Diabetic Peripheral Neuropathy
2021,23988,tribenzor,High Blood Pressure
2022,24066,succinylcholine,Anesthesia
2023,24153,pomalyst,Multiple Myeloma
2024,24181,butabarbital,Sedation
2025,24193,tudorza pressair,COPD
2026,24214,lidocaine / prilocaine,Anesthesia
2027,24232,ionamin,Weight Loss
2028,24373,aquoral,Xerostomia
2029,24407,nexavar,Thyroid Cance
2030,24569,solarcaine first aid medicated spray,"Burns, External"
2031,24660,rifadin,"Tuberculosis, Prophylaxis"
2032,24690,folic acid,lic Acid Deficiency
2033,24735,bupap,Headache
2034,24754,norgesic forte,Muscle Spasm
2035,24756,acetaminophen / chlorpheniramine,Cold Symptoms
2036,24792,advil cold and sinus liqui-gels,Sinus Symptoms
2037,24853,depakene,Bipolar Disorde
2038,24878,wera,Polycystic Ovary Syndrome
2039,24883,risperdal consta,Bipolar Disorde
2040,24913,famotidine,Indigestion
2041,24934,antivert,Vertig
2042,24954,femring,Postmenopausal Symptoms
2043,25009,pro-den rx,Prevention of Dental Caries
2044,25111,esterified estrogens / methyltestosterone,Postmenopausal Symptoms
2045,25145,chlorothiazide,Edema
2046,25169,m-zole 3,Vaginal Yeast Infection
2047,25238,citranatal 90 dha,Vitamin/Mineral Supplementation during Pregnancy/Lactation
2048,25253,eslicarbazepine,Seizures
2049,25255,olux,Dermatitis
2050,25256,monopril,High Blood Pressure
2051,25262,mircette,Birth Control
2052,25288,corticotropin,Multiple Sclerosis
2053,25385,cholestyramine light,Irritable Bowel Syndrome
2054,25386,vitamin e,Tardive Dyskinesia
2055,25391,eylea,Diabetic Macular Edema
2056,25404,motrin ib,Pain
2057,25425,cefixime,Urinary Tract Infection
2058,25432,emtricitabine / tenofovir,HIV Infection
2059,25437,rayos,COPD
2060,25452,zosyn,Kidney Infections
2061,25464,regadenoson,Diagnosis and Investigation
2062,25484,tussigon,Cough
2063,25555,invega trinza,Schizophrenia
2064,25568,cilostazol,Intermittent Claudication
2065,25578,imodium,"Diarrhea, Chronic"
2066,25602,balsalazide,Crohn's Disease
2067,25617,abraxane,Breast Cance
2068,25618,maxichlor pse dm,Cough and Nasal Congestion
2069,25632,carbinoxamine,Allergic Rhinitis
2070,25664,amlactin,Ichthyosis
2071,25722,darifenacin,Overactive Bladde
2072,25763,timoptic,Intraocular Hypertension
2073,25804,asacol hd,"Crohn's Disease, Maintenance"
2074,25811,aspirin / diphenhydramine,Insomnia
2075,25830,vitamin b12,B12 Nutritional Deficiency
2076,25871,alphagan p,"Glaucoma, Open Angle"
2077,25976,doxorubicin,Cance
2078,26093,calmoseptine,Diaper Rash
2079,26314,veramyst,Rhinitis
2080,26379,mvi adult,Dietary Supplementation
2081,26417,aloe vera,"Burns, External"
2082,26496,junel 1.5 / 30,Birth Control
2083,26551,rythmol,Atrial Fibrillation
2084,26601,uptravi,Pulmonary Hypertension
2085,26656,zylet,"Conjunctivitis, Bacterial"
2086,26666,peridex,Gingivitis
2087,26719,flagyl er,Bacterial Vaginitis
2088,26720,benzamycin,Acne
2089,26863,meprobamate,Anxiety
2090,27020,cinryze,Hereditary Angioedema
2091,27049,ornex,Sinus Symptoms
2092,27170,minipress,Post Traumatic Stress Disorde
2093,27174,tessalon,Cough
2094,27177,sodium chloride,Nasal Congestion
2095,27192,onzetra xsail,Migraine
2096,27201,gamunex,Primary Immunodeficiency Syndrome
2097,27346,crotamiton,Pruritus
2098,27365,staxyn,Erectile Dysfunction
2099,27386,junel 1 / 20,Birth Control
2100,27446,silver,Dermatological Disorders
2101,27696,low-ogestrel-21,Abnormal Uterine Bleeding
2102,27732,proventil,"COPD, Acute"
2103,27743,ortho-novum 7 / 7 / 7,Birth Control
2104,27798,osphena,Dyspareunia
2105,27816,azurette,Birth Control
2106,27825,rowasa,"Ulcerative Colitis, Active"
2107,27918,brompheniramine / pseudoephedrine,Nasal Congestion
2108,27925,lactaid,Lactose Intolerance
2109,27943,dilaudid-hp,Pain
2110,27974,ascorbic acid,Dietary Supplementation
2111,28055,pyrantel,Pinworm Infection (Enterobius vermicularis)
2112,28120,lamivudine,Hepatitis B
2113,28156,mono-linyah,Birth Control
2114,28234,procardia xl,High Blood Pressure
2115,28241,etravirine,HIV Infection
2116,28265,nikki,Birth Control
2117,28319,horse chestnut,Inflammatory Conditions
2118,28334,eligard,Prostate Cance
2119,28336,chondroitin / glucosamine,Dietary Supplementation
2120,28404,norvir,HIV Infection
2121,28413,lantus,"Diabetes, Type 2"
2122,28475,florastor,Diarrhea
2123,28516,trivora,Birth Control
2124,28542,triavil,Anxiety
2125,28545,aspirin / dipyridamole,"Ischemic Stroke, Prophylaxis"
2126,28551,clindagel,Acne
2127,28697,amethia lo,Abnormal Uterine Bleeding
2128,28799,pancreatin,Chronic Pancreatitis
2129,28823,namenda,Alzheimer's Disease
2130,28858,maxifed dm,Cough and Nasal Congestion
2131,28896,opsumit,Pulmonary Hypertension
2132,28905,jakafi,Polycythemia Vera
2133,28909,zaditor,"Conjunctivitis, Allergic"
2134,28993,ciprofloxacin / dexamethasone,Otitis Externa
2135,29088,wp thyroid,Underactive Thyroid
2136,29124,glyxambi,"Diabetes, Type 2"
2137,29164,dolgic plus,Headache
2138,29171,marezine,Nausea/Vomiting
2139,29206,caverject impulse,Erectile Dysfunction
2140,29328,procardia,Raynaud's Syndrome
2141,29351,zenchent,Birth Control
2142,29358,clinoril,Ankylosing Spondylitis
2143,29420,zymar,Ophthalmic Surgery
2144,29545,danazol,Endometriosis
2145,29598,salivamax,Xerostomia
2146,29671,natelle one,Vitamin/Mineral Supplementation during Pregnancy/Lactation
2147,29692,cimetidine,Human Papilloma Virus
2148,29790,blisovi fe 1.5 / 30,Birth Control
2149,29836,proamatine,Dysautonomia
2150,29877,azilsartan medoxomil / chlorthalidone,High Blood Pressure
2151,29907,bioflavonoids,Osteoarthritis
2152,29966,betamethasone,Lichen Sclerosus
2153,29972,entacapone,Parkinson's Disease
2154,29986,altace,High Blood Pressure
2155,29994,metformin / pioglitazone,min / pioglitazone)
2156,30058,camreselo,Birth Control
2157,30088,auranofin,Rheumatoid Arthritis
2158,30105,dulcolax stool softener,Constipation
2159,30137,aspirin / carisoprodol / codeine,Pain
2160,30142,neutrasal,Xerostomia
2161,30226,duoplant,Dermatological Disorders
2162,30228,stimate,von Willebrand's Disease
2163,30329,aspirin / oxycodone,Pain
2164,30362,balziva,Birth Control
2165,30446,darbepoetin alfa,Anemia Associated with Chronic Renal Failure
2166,30474,allegra allergy,Allergic Rhinitis
2167,30496,zinc oxide,Diaper Rash
2168,30526,hizentra,Primary Immunodeficiency Syndrome
2169,30562,tolmetin,"Gout, Acute"
2170,30675,chlophedianol / guaifenesin / pseudoephedrine,Cough and Nasal Congestion
2171,30721,sine-off maximum strength,Sinus Symptoms
2172,30809,questran,Irritable Bowel Syndrome
2173,30830,dasabuvir / ombitasvir / paritaprevir / ritonavir,Hepatitis C
2174,30899,novolin 70 / 30,"Diabetes, Type 2"
2175,31021,gavilyte-g,Bowel Preparation
2176,31074,nimotop,Ischemic Stroke
2177,31200,metformin / rosiglitazone,min / rosiglitazone)
2178,31213,cortenema,Ulcerative Proctitis
2179,31277,onexton,Acne
2180,31381,collagenase clostridium histolyticum,Peyronie's Disease
2181,31436,nizoral a-d,Dandruff
2182,31532,goody's extra-strength headache powders,Pain/Feve
2183,31585,advair hfa,"Asthma, Maintenance"
2184,31613,sensipar,Secondary Hyperparathyroidism
2185,31706,edluar,Insomnia
2186,31775,zostavax,"Herpes Zoster, Prophylaxis"
2187,31785,kybella,Submental Fullness
2188,31819,benzocaine,Pain
2189,31863,serax,Alcohol Withdrawal
2190,31871,viread,Hepatitis B
2191,31960,coricidin hbp cold & flu,Cold Symptoms
2192,31998,quinapril,High Blood Pressure
2193,32005,acetaminophen / caffeine,Headache
2194,32107,chloraseptic sore throat spray,Sore Throat
2195,32231,vanspar,Anxiety
2196,32289,efavirenz,HIV Infection
2197,32295,soriatane,Psoriasis
2198,32340,simponi aria,Rheumatoid Arthritis
2199,32403,jentadueto,"Diabetes, Type 2"
2200,32423,enskyce,Birth Control
2201,32451,sinemet cr,Parkinson's Disease
2202,32521,prinivil,High Blood Pressure
2203,32585,marlissa,Birth Control
2204,32638,fluzone,Influenza Prophylaxis
2205,32689,ciclopirox,"Onychomycosis, Toenail"
2206,32727,alemtuzumab,Multiple Sclerosis
2207,32751,hydroquinone,Dermatological Disorders
2208,32756,afrin sinus,Nasal Congestion
2209,32770,aluminum hydroxide / magnesium hydroxide / simethicone,GERD
2210,32806,royal jelly,Herbal Supplementation
2211,32874,taclonex scalp,Psoriasis
2212,32876,acetaminophen / aspirin / caffeine / salicylamide,Migraine
2213,32965,gris-peg,"Onychomycosis, Toenail"
2214,33005,asendin,Depression
2215,33093,carbidopa / entacapone / levodopa,Parkinson's Disease
2216,33129,halaven,"Breast Cancer, Metastatic"
2217,33135,omnitrope,Adult Human Growth Hormone Deficiency
2218,33255,bifidobacterium infantis / lactobacillus acidophilus,Dietary Supplementation
2219,33295,flovent hfa,"Asthma, Maintenance"
2220,33369,balsam peru / castor oil / trypsin,Dermatologic Lesion
2221,33399,adempas,Pulmonary Hypertension
2222,33432,lamictal xr,Seizure Prevention
2223,33453,elinest,Birth Control
2224,33584,famvir,Cold Sores
2225,33671,canasa,"Ulcerative Colitis, Active"
2226,33761,dinoprostone,Labor Induction
2227,33804,vidaza,Myelodysplastic Syndrome
2228,33813,requip xl,Parkinson's Disease
2229,33850,trandolapril / verapamil,High Blood Pressure
2230,33866,albendazole,Pinworm Infection (Enterobius vermicularis)
2231,33891,acetylcysteine,Expectoration
2232,33897,tylenol 8 hour,Pain
2233,33919,chlorpheniramine / phenylephrine,Allergic Rhinitis
2234,34117,dyazide,High Blood Pressure
2235,34192,azasite,"Conjunctivitis, Bacterial"
2236,34195,nifedical xl,Raynaud's Syndrome
2237,34200,ditropan xl,Prostatitis
2238,34287,quinidine,Arrhythmia
2239,34367,prolixin,Psychosis
2240,34414,clearlax,Constipation
2241,34448,tagamet,Human Papilloma Virus
2242,34472,eribulin,"Breast Cancer, Metastatic"
2243,34499,prezista,HIV Infection
2244,34588,citric acid / potassium citrate,Urinary Tract Stones
2245,34618,lumigan,"Glaucoma, Open Angle"
2246,34688,advil pm,Insomnia
2247,34707,chlorpheniramine / pseudoephedrine,Sinusitis
2248,34735,urecholine,Abdominal Distension
2249,34873,concept dha,Vitamin/Mineral Supplementation during Pregnancy/Lactation
2250,34892,herceptin,Salivary Gland Cance
2251,34956,novolog,"Diabetes, Type 2"
2252,35035,sarna sensitive,Pruritus
2253,35122,ery-tab,Bronchitis
2254,35167,krystexxa,Gout
2255,35198,naphazoline / pheniramine,Eye Redness/Itching
2256,35343,megace es,Anorexia
2257,35407,itraconazole,Dermatophytosis
2258,35471,amikacin,Urinary Tract Infection
2259,35658,combigan,Intraocular Hypertension
2260,35689,biafine,Dry Skin
2261,35702,piperacillin / tazobactam,Kidney Infections
2262,35707,symlinpen 60,"Diabetes, Type 1"
2263,35853,enstilar,Psoriasis
2264,35880,lecithin,Herbal Supplementation
2265,35898,diflorasone,Skin Rash
2266,35928,acetaminophen / phenyltoloxamine,Influenza
2267,35979,mucinex fast-max night time cold & flu,Cold Symptoms
2268,36269,canasa pac,Ulcerative Proctitis
2269,36294,conestat alfa,Hereditary Angioedema
2270,36399,niacin / simvastatin,High Cholesterol
2271,36414,tev-tropin,Pediatric Growth Hormone Deficiency
2272,36428,zejula,Ovarian Cance
2273,36484,pegloticase,Gout
2274,36486,insulin aspart,"Diabetes, Type 2"
2275,36541,acetaminophen / phenylephrine,Headache
2276,36584,systane ultra,Dry Eye Disease
2277,36610,botox cosmetic,acial Wrinkles
2278,36631,amlodipine / hydrochlorothiazide / valsartan,ge HCT (amlodipine / hydrochlorothiazide / valsartan)
2279,36632,torsemide,Edema
2280,36633,salofalk,"Ulcerative Colitis, Maintenance"
2281,36765,cladribine,Hairy Cell Leukemia
2282,36784,lopid,High Cholesterol
2283,36817,brodalumab,Plaque Psoriasis
2284,36856,nitrostat,Heart Failure
2285,36966,glucose,Hypoglycemia
2286,36982,xolegel,Seborrheic Dermatitis
2287,37031,dolobid,Osteoarthritis
2288,37109,sulfur,Acne
2289,37186,mestinon timespan,Myasthenia Gravis
2290,37196,pirmella 1 / 35,Birth Control
2291,37198,adoxa,Acne
2292,37244,telaprevir,Hepatitis C
2293,37301,olysio,Hepatitis C
2294,37449,norinyl 1+35,Acne
2295,37527,perphenazine,Psychosis
2296,37557,simethicone,Gas
2297,37574,parlodel,Hyperprolactinemia
2298,37617,glyburide / metformin,"Diabetes, Type 2"
2299,37638,methylcellulose,Constipation
2300,37664,pamine,Irritable Bowel Syndrome
2301,37715,midodrine,Postural Orthostatic Tachycardia Syndrome
2302,37795,insulin regular,"Diabetes, Type 1"
2303,37829,hemax,Vitamin/Mineral Supplementation and Deficiency
2304,37875,trastuzumab,Salivary Gland Cance
2305,37882,miltown,Anxiety
2306,37889,butoconazole,Vaginal Yeast Infection
2307,38007,amikin,Cystic Fibrosis
2308,38013,brovex peb dm,Cough and Nasal Congestion
2309,38101,cytoxan,Brain Tum
2310,38134,theophylline,"Asthma, Maintenance"
2311,38312,duramorph,Chronic Pain
2312,38326,oxaydo,Chronic Pain
2313,38468,dostinex,Hyperprolactinemia
2314,38619,chlorhexidine,Mucositis
2315,38662,allegra-d 24 hour,Allergic Rhinitis
2316,38683,estratest,Hot Flashes
2317,38828,polymyxin b / trimethoprim,"Conjunctivitis, Bacterial"
2318,38919,soma compound with codeine,Pain
2319,38997,buprenex,Pain
2320,39019,milk thistle,Herbal Supplementation
2321,39093,tronolane anesthetic for hemorrhoids,Hemorrhoids
2322,39143,lastacaft,"Conjunctivitis, Allergic"
2323,39272,odefsey,HIV Infection
2324,39298,nizatidine,GERD
2325,39357,bacitracin / neomycin / polymyxin b / pramoxine,Bacterial Skin Infection
2326,39484,visine totality multi-symptom relief,Eye Redness/Itching
2327,39558,pralatrexate,Peripheral T-cell Lymphoma
2328,39577,maxair autohaler,"Asthma, Maintenance"
2329,39665,capzasin,Pain
2330,39680,premarin vaginal,Postmenopausal Symptoms
2331,39700,inapsine,Nausea/Vomiting
2332,39729,x-viate,Dry Skin
2333,39787,benzoyl peroxide / sulfur,Acne
2334,39872,lomedia 24 fe,Birth Control
2335,39879,abacavir / lamivudine / zidovudine,HIV Infection
2336,39927,pamabrom,Edema
2337,39944,gammagard,Chronic Inflammatory Demyelinating Polyradiculoneuropathy
2338,39957,ziconotide,Chronic Pain
2339,39989,alogliptin,"Diabetes, Type 2"
2340,39993,ruxolitinib,Polycythemia Vera
2341,40037,accolate,"Asthma, Maintenance"
2342,40058,glutamine,Dietary Supplementation
2343,40378,naloxone / oxycodone,Pain
2344,40495,besifloxacin,"Conjunctivitis, Bacterial"
2345,40615,pennyroyal,Herbal Supplementation
2346,40644,kytril,"Nausea/Vomiting, Postoperative"
2347,40776,dermatop,Eczema
2348,40832,rho (d) immune globulin,Idiopathic Thrombocytopenic Purpura
2349,40841,daklinza,Hepatitis C
2350,40888,l-methylfolate calcium,Dietary Supplementation
2351,40987,vanquish,Migraine
2352,41008,pepto-bismol,Diarrhea
2353,41074,sotalol hydrochloride af,Atrial Fibrillation
2354,41124,topical anesthetic dental gel,Oral and Dental Conditions
2355,41146,systane balance,Eye Redness
2356,41187,nizoral shampoo,Dandruff
2357,41277,rebetol,Hepatitis C
2358,41301,sodium bicarbonate,Asystole
2359,41303,calan sr,Nocturnal Leg Cramps
2360,41480,adriamycin,Breast Cance
2361,41534,ecallantide,Hereditary Angioedema
2362,41676,lipofen,Hypertriglyceridemia
2363,41720,gavilyte-n,Bowel Preparation
2364,41722,ethosuximide,Seizures
2365,41831,innopran xl,Migraine Prevention
2366,41844,cleocin hcl,Skin or Soft Tissue Infection
2367,41875,gemzar,Pancreatic Cance
2368,41897,methergine,Migraine
2369,41916,pentobarbital,Insomnia
2370,41955,prenexa,Vitamin/Mineral Supplementation during Pregnancy/Lactation
2371,42113,prednicarbate,Eczema
2372,42176,intermezzo,Insomnia
2373,42186,sudafed congestion,Nasal Congestion
2374,42187,aflibercept,Macular Degeneration
2375,42244,bromfenac,Postoperative Ocular Inflammation
2376,42264,symlin,"Diabetes, Type 1"
2377,42271,efudex,Skin Cance
2378,42384,diastat,Seizures
2379,42385,belladonna tincture,Irritable Bowel Syndrome
2380,42394,dynacin,Acne
2381,42422,prenatal plus,Vitamin/Mineral Supplementation during Pregnancy/Lactation
2382,42516,c1 esterase inhibitor (human),Hereditary Angioedema
2383,42521,antihemophilic factor / von willebrand factor,von Willebrand's Disease
2384,42567,spiriva respimat,"COPD, Maintenance"
2385,42584,mevacor,"High Cholesterol, Familial Heterozygous"
2386,42634,dexpanthenol,Dry Skin
2387,42754,ampicillin,Urinary Tract Infection
2388,42803,myfortic,Rejection Prophylaxis
2389,42814,calcitonin,Osteoporosis
2390,42855,heme iron polypeptide,Iron Deficiency Anemia
2391,42920,raspberry,Diarrhea
2392,43121,isentress,HIV Infection
2393,43129,caduet,High Blood Pressure
2394,43155,abobotulinumtoxina,acial Wrinkles
2395,43220,besivance,"Conjunctivitis, Bacterial"
2396,43225,hypotears,Eye Redness
2397,43360,alupent,"Asthma, Maintenance"
2398,43400,lamictal odt,Bipolar Disorde
2399,43410,paremyd,Pupillary Dilation
2400,43502,brompheniramine / dextromethorphan / phenylephrine,Cough and Nasal Congestion
2401,43547,evekeo,ADHD
2402,43583,mg217 medicated tar,Psoriasis
2403,43646,arsenic trioxide,Acute Promyelocytic Leukemia
2404,43679,constulose,"Constipation, Chronic"
2405,43749,xartemis xr,Pain
2406,43768,umeclidinium,COPD
2407,43773,compoz nighttime sleep aid,Insomnia
2408,43808,panitumumab,Colorectal Cance
2409,43860,bupivacaine,Postoperative Pain
2410,43934,xeljanz xr,Rheumatoid Arthritis
2411,44085,dexamethasone intensol,Inflammatory Conditions
2412,44140,reserpine,High Blood Pressure
2413,44223,nepafenac,Postoperative Ocular Inflammation
2414,44273,acetaminophen / pseudoephedrine,Sinus Symptoms
2415,44298,chlor-trimeton,Allergic Reactions
2416,44344,amino acids,Dietary Supplementation
2417,44451,niraparib,Ovarian Cance
2418,44502,pregnyl,Ovulation Induction
2419,44543,darunavir,HIV Infection
2420,44581,larin 24 fe,Birth Control
2421,44631,crizotinib,Non-Small Cell Lung Cance
2422,44646,cylert,ADHD
2423,44756,gadopentetate dimeglumine,CNS Magnetic Resonance Imaging
2424,44886,flagyl iv,Bacterial Infection
2425,44958,cyclessa,Birth Control
2426,44992,xylocaine jelly,"Burns, External"
2427,44998,vivaglobin,Primary Immunodeficiency Syndrome
2428,45082,ogen,Postmenopausal Symptoms
2429,45179,dextromethorphan / promethazine,Cough
2430,45181,edarbi,High Blood Pressure
2431,45203,aggrenox,"Ischemic Stroke, Prophylaxis"
2432,45208,fuzeon,HIV Infection
2433,45286,procrit,Anemia
2434,45349,ketalar,Anesthesia
2435,45481,milk of magnesia,Constipation
2436,45518,dichlorphenamide,Hypokalemic Periodic Paralysis
2437,45573,firazyr,Hereditary Angioedema
2438,45577,rilonacept,amilial Cold Autoinflammatory Syndrome
2439,45746,clove,Oral and Dental Conditions
2440,45763,prevacid solutab,GERD
2441,45813,pramlintide,"Diabetes, Type 1"
2442,46042,duoneb,"COPD, Maintenance"
2443,46189,arixtra,"Deep Vein Thrombosis, Prophylaxis"
2444,46253,sodium polystyrene sulfonate,Hyperkalemia
2445,46258,peg3350,Bowel Preparation
2446,46278,aptensio xr,ADHD
2447,46281,osteo bi-flex,Osteoarthritis
2448,46282,gildess 1 / 20,Birth Control
2449,46304,semprex-d,Nasal Congestion
2450,46359,b3-500-gr,High Cholesterol
2451,46401,maprotiline,Depression
2452,46408,istalol,"Glaucoma, Open Angle"
2453,46416,relenza,Influenza
2454,46428,anakinra,Still's Disease
2455,46571,dorzolamide / timolol,"Glaucoma, Open Angle"
2456,46787,trandolapril,Heart Failure
2457,46874,tiazac,Atrial Fibrillation
2458,46965,alka-seltzer plus cold,Cold Symptoms
2459,47075,capmist dm,Cough and Nasal Congestion
2460,47139,lac-hydrin,Dry Skin
2461,47188,miconazole / zinc oxide,Diaper Rash
2462,47202,stalevo,Parkinson's Disease
2463,47239,atropine / difenoxin,"Diarrhea, Acute"
2464,47383,basaglar,"Diabetes, Type 2"
2465,47447,lorazepam intensol,Sedation
2466,47497,airduo respiclick,"Asthma, Maintenance"
2467,47653,trifluoperazine,Anxiety
2468,47716,delzicol,"Ulcerative Colitis, Active"
2469,47718,declomycin,SIADH
2470,47837,oxyir,Pain
2471,47861,disopyramide,Arrhythmia
2472,47994,vesanoid,Acute Promyelocytic Leukemia
2473,48060,timolol,"Glaucoma, Open Angle"
2474,48112,nevirapine,HIV Infection
2475,48156,fortamet,Insulin Resistance Syndrome
2476,48275,synarel,Endometriosis
2477,48334,acetaminophen / caffeine / pyrilamine,Premenstrual Syndrome
2478,48375,enfuvirtide,HIV Infection
2479,48475,iron sucrose,Iron Deficiency Anemia
2480,48491,theratears nutrition,Dietary Supplementation
2481,48766,bosentan,Pulmonary Hypertension
2482,48809,brovana,"COPD, Maintenance"
2483,48888,pyrimethamine / sulfadoxine,Malaria
2484,48909,phenytek,Seizures
2485,48916,cervidil,Labor Induction
2486,48931,lamivudine / zidovudine,HIV Infection
2487,48937,antipyrine / benzocaine,Otitis Media
2488,49108,readi-cat 2,Computed Tomography
2489,49319,fluphenazine,Psychosis
2490,49549,loracarbef,Sinusitis
2491,49687,dysport,acial Wrinkles
2492,49727,daypro,Osteoarthritis
2493,49750,targretin,Cutaneous T-cell Lymphoma
2494,49767,nodoz,Hypersomnia
2495,49820,accupril,Heart Failure
2496,49875,thiothixene,Psychosis
2497,49978,dramamine ii,Vertig
2498,50023,navane,Psychosis
2499,50048,unisom sleepmelts,Insomnia
2500,50155,humate-p,von Willebrand's Disease
2501,50320,mucomyst,Expectoration
2502,50330,duet dha,Vitamin/Mineral Supplementation during Pregnancy/Lactation
2503,50331,lovastatin,High Cholesterol
2504,50357,zzzquil,Insomnia
2505,50418,viramune,HIV Infection
2506,50554,plegridy,Multiple Sclerosis
2507,50599,aloxi,"Nausea/Vomiting, Postoperative"
2508,50662,peg-3350 with electolytes,Bowel Preparation
2509,50733,tussicaps,Cough
2510,50835,depo-medrol,Inflammatory Conditions
2511,50974,insulin isophane / insulin regular,"Diabetes, Type 2"
2512,51013,solarcaine burn relief,Sunburn
2513,51049,lovaza,Hypertriglyceridemia
2514,51051,sertaconazole,Tinea Pedis
2515,51137,maxidone,Pain
2516,51265,eltrombopag,Idiopathic Thrombocytopenic Purpura
2517,51272,zytiga,Prostate Cance
2518,51282,afrin original,Nasal Congestion
2519,51378,sprix,Pain
2520,51398,bicillin l-a,"Lyme Disease, Neurologic"
2521,51433,locoid lipocream,Dermatitis
2522,51441,ponstel,Period Pain
2523,51534,all day allergy,Allergic Rhinitis
2524,51535,nystatin / triamcinolone,Cutaneous Candidiasis
2525,51651,anaprox-ds,Period Pain
2526,51706,tivicay,HIV Infection
2527,51753,nutraplus,Dry Skin
2528,51860,dramamine less drowsy,Vertig
2529,51867,fml forte liquifilm,Eye Redness
2530,51878,motofen,"Diarrhea, Chronic"
2531,51912,dextrostat,"Sexual Dysfunction, SSRI Induced"
2532,51967,oxymetholone,Anemia
2533,52199,limbrel 500,Osteoarthritis
2534,52299,insulin lispro / insulin lispro protamine,"Diabetes, Type 2"
2535,52348,zenpep,Chronic Pancreatitis
2536,52351,bosulif,Chronic Myelogenous Leukemia
2537,52376,felodipine,Raynaud's Syndrome
2538,52430,kaletra,HIV Infection
2539,52517,excedrin pm,Headache
2540,52535,fleet glycerin suppositories adult,Constipation
2541,52547,molindone,Schizophrenia
2542,52704,aveeno,Dry Skin
2543,52804,insulin aspart / insulin aspart protamine,"Diabetes, Type 1"
2544,52904,xigduo xr,"Diabetes, Type 2"
2545,52975,dificid,Clostridial Infection
2546,53031,cefzil,Upper Respiratory Tract Infection
2547,53061,tracleer,Pulmonary Hypertension
2548,53080,podophyllum resin,Human Papilloma Virus
2549,53090,procyclidine,Parkinsonism
2550,53289,synalar,Lichen Sclerosus
2551,53342,ortho-cept,Birth Control
2552,53389,omnaris,Allergic Rhinitis
2553,53445,blistex lip balm,Dry Skin
2554,53508,osmoprep,Bowel Preparation
2555,53622,cobicistat / darunavir,HIV Infection
2556,53766,zinc sulfate,Vitamin/Mineral Supplementation and Deficiency
2557,53846,xopenex hfa,"Asthma, acute"
2558,53907,pepcid,GERD
2559,54063,taxol,"Breast Cancer, Metastatic"
2560,54099,florinef,Postural Orthostatic Tachycardia Syndrome
2561,54244,monurol,Bladder Infection
2562,54280,damiana,Erectile Dysfunction
2563,54288,neoral,Idiopathic Thrombocytopenic Purpura
2564,54344,ofloxacin,Urinary Tract Infection
2565,54497,dapagliflozin / metformin,min)
2566,54521,pramosone,Dermatological Disorders
2567,54532,synjardy,"Diabetes, Type 2"
2568,54551,profe,Iron Deficiency Anemia
2569,54674,compro,Nausea/Vomiting
2570,54795,ultracet,Pain
2571,54812,perindopril,High Blood Pressure
2572,55042,aveed,"Hypogonadism, Male"
2573,55239,rebif rebidose,Multiple Sclerosis
2574,55670,hydrocortisone / neomycin / polymyxin b,Otitis Media
2575,55716,twynsta,High Blood Pressure
2576,55772,junel fe 24,Birth Control
2577,55777,primlev,Pain
2578,55783,tandem dha,Vitamin/Mineral Supplementation during Pregnancy/Lactation
2579,55814,amiloride,Edema
2580,55865,loestrin 21 1.5 / 30,Birth Control
2581,56402,lonox,Diarrhea
2582,56451,metolazone,Edema
2583,56473,amitriptyline / perphenazine,Anxiety
2584,56512,plendil,High Blood Pressure
2585,56592,zoster vaccine live,"Herpes Zoster, Prophylaxis"
2586,56662,glucovance,"Diabetes, Type 2"
2587,56719,acrivastine / pseudoephedrine,Nasal Congestion
2588,56852,qualaquin,Nocturnal Leg Cramps
2589,56903,pilocarpine,Xerostomia
2590,57066,chlorpheniramine / methscopolamine / pseudoephedrine,Sinus Symptoms
2591,57069,droperidol,Nausea/Vomiting
2592,57158,interferon alfa-2b,Melanoma
2593,57172,alsuma,Migraine
2594,57185,promacta,Thrombocytopenia
2595,57230,miacalcin,Osteoporosis
2596,57357,cefditoren,Skin and Structure Infection
2597,57420,tapazole,Hyperthyroidism
2598,57603,citranatal assure,Vitamin/Mineral Supplementation during Pregnancy/Lactation
